"REF_DATE","GEO","DGUID","Selected characteristics of health care access and experiences","Indigenous group","Gender","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2024","Canada","2021A000011124","No, did not consult a health care provider for a non-urgent primary health care need in the past 12 months","First Nations","Women+","High 95% confidence interval","Percent","239","units","0","v1663833995","1.6.1.3.3","31.9","","","","1"
"2024","Canada","2021A000011124","No, did not consult a health care provider for a non-urgent primary health care need in the past 12 months","Métis","Total, gender","Percentage","Percent","239","units","0","v1663833996","1.6.2.1.1","29.8","","","","1"
"2024","Canada","2021A000011124","No, did not consult a health care provider for a non-urgent primary health care need in the past 12 months","Métis","Total, gender","Low 95% confidence interval","Percent","239","units","0","v1663833997","1.6.2.1.2","25.0","","","","1"
"2024","Canada","2021A000011124","No, did not consult a health care provider for a non-urgent primary health care need in the past 12 months","Métis","Total, gender","High 95% confidence interval","Percent","239","units","0","v1663833998","1.6.2.1.3","35.0","","","","1"
"2024","Canada","2021A000011124","No, did not consult a health care provider for a non-urgent primary health care need in the past 12 months","Métis","Men+","Percentage","Percent","239","units","0","v1663833999","1.6.2.2.1","34.5","","","","1"
"2024","Canada","2021A000011124","No, did not consult a health care provider for a non-urgent primary health care need in the past 12 months","Métis","Men+","Low 95% confidence interval","Percent","239","units","0","v1663834000","1.6.2.2.2","27.8","","","","1"
"2024","Canada","2021A000011124","No, did not consult a health care provider for a non-urgent primary health care need in the past 12 months","Métis","Men+","High 95% confidence interval","Percent","239","units","0","v1663834001","1.6.2.2.3","41.7","","","","1"
"2024","Canada","2021A000011124","No, did not consult a health care provider for a non-urgent primary health care need in the past 12 months","Métis","Women+","Percentage","Percent","239","units","0","v1663834002","1.6.2.3.1","25.6","","","","1"
"2024","Canada","2021A000011124","No, did not consult a health care provider for a non-urgent primary health care need in the past 12 months","Métis","Women+","Low 95% confidence interval","Percent","239","units","0","v1663834003","1.6.2.3.2","19.3","","","","1"
"2024","Canada","2021A000011124","No, did not consult a health care provider for a non-urgent primary health care need in the past 12 months","Métis","Women+","High 95% confidence interval","Percent","239","units","0","v1663834004","1.6.2.3.3","32.7","","","","1"
"2024","Canada","2021A000011124","No, did not consult a health care provider for a non-urgent primary health care need in the past 12 months","Inuk (Inuit)","Total, gender","Percentage","Percent","239","units","0","v1663834005","1.6.3.1.1","47.8","","","","1"
"2024","Canada","2021A000011124","No, did not consult a health care provider for a non-urgent primary health care need in the past 12 months","Inuk (Inuit)","Total, gender","Low 95% confidence interval","Percent","239","units","0","v1663834006","1.6.3.1.2","40.4","","","","1"
"2024","Canada","2021A000011124","No, did not consult a health care provider for a non-urgent primary health care need in the past 12 months","Inuk (Inuit)","Total, gender","High 95% confidence interval","Percent","239","units","0","v1663834007","1.6.3.1.3","55.2","","","","1"
"2024","Canada","2021A000011124","No, did not consult a health care provider for a non-urgent primary health care need in the past 12 months","Inuk (Inuit)","Men+","Percentage","Percent","239","units","0","v1663834008","1.6.3.2.1","55.2","","","","1"
"2024","Canada","2021A000011124","No, did not consult a health care provider for a non-urgent primary health care need in the past 12 months","Inuk (Inuit)","Men+","Low 95% confidence interval","Percent","239","units","0","v1663834009","1.6.3.2.2","44.6","","","","1"
"2024","Canada","2021A000011124","No, did not consult a health care provider for a non-urgent primary health care need in the past 12 months","Inuk (Inuit)","Men+","High 95% confidence interval","Percent","239","units","0","v1663834010","1.6.3.2.3","65.5","","","","1"
"2024","Canada","2021A000011124","No, did not consult a health care provider for a non-urgent primary health care need in the past 12 months","Inuk (Inuit)","Women+","Percentage","Percent","239","units","0","v1663834011","1.6.3.3.1","41.6","","","","1"
"2024","Canada","2021A000011124","No, did not consult a health care provider for a non-urgent primary health care need in the past 12 months","Inuk (Inuit)","Women+","Low 95% confidence interval","Percent","239","units","0","v1663834012","1.6.3.3.2","34.4","","","","1"
"2024","Canada","2021A000011124","No, did not consult a health care provider for a non-urgent primary health care need in the past 12 months","Inuk (Inuit)","Women+","High 95% confidence interval","Percent","239","units","0","v1663834013","1.6.3.3.3","49.1","","","","1"
"2024","Canada","2021A000011124","Total, wait time between requesting care and speaking with a primary health care provider","First Nations","Total, gender","Percentage","Percent","239","units","0","v1663834014","1.7.1.1.1","100.0","","","","1"
"2024","Canada","2021A000011124","Total, wait time between requesting care and speaking with a primary health care provider","First Nations","Total, gender","Low 95% confidence interval","Percent","239","units","0","v1663834015","1.7.1.1.2","100.0","","","","1"
"2024","Canada","2021A000011124","Total, wait time between requesting care and speaking with a primary health care provider","First Nations","Total, gender","High 95% confidence interval","Percent","239","units","0","v1663834016","1.7.1.1.3","100.0","","","","1"
"2024","Canada","2021A000011124","Total, wait time between requesting care and speaking with a primary health care provider","First Nations","Men+","Percentage","Percent","239","units","0","v1663834017","1.7.1.2.1","100.0","","","","1"
"2024","Canada","2021A000011124","Total, wait time between requesting care and speaking with a primary health care provider","First Nations","Men+","Low 95% confidence interval","Percent","239","units","0","v1663834018","1.7.1.2.2","100.0","","","","1"
"2024","Canada","2021A000011124","Total, wait time between requesting care and speaking with a primary health care provider","First Nations","Men+","High 95% confidence interval","Percent","239","units","0","v1663834019","1.7.1.2.3","100.0","","","","1"
"2024","Canada","2021A000011124","Total, wait time between requesting care and speaking with a primary health care provider","First Nations","Women+","Percentage","Percent","239","units","0","v1663834020","1.7.1.3.1","100.0","","","","1"
"2024","Canada","2021A000011124","Total, wait time between requesting care and speaking with a primary health care provider","First Nations","Women+","Low 95% confidence interval","Percent","239","units","0","v1663834021","1.7.1.3.2","100.0","","","","1"
"2024","Canada","2021A000011124","Total, wait time between requesting care and speaking with a primary health care provider","First Nations","Women+","High 95% confidence interval","Percent","239","units","0","v1663834022","1.7.1.3.3","100.0","","","","1"
"2024","Canada","2021A000011124","Total, wait time between requesting care and speaking with a primary health care provider","Métis","Total, gender","Percentage","Percent","239","units","0","v1663834023","1.7.2.1.1","100.0","","","","1"
"2024","Canada","2021A000011124","Total, wait time between requesting care and speaking with a primary health care provider","Métis","Total, gender","Low 95% confidence interval","Percent","239","units","0","v1663834024","1.7.2.1.2","100.0","","","","1"
"2024","Canada","2021A000011124","Total, wait time between requesting care and speaking with a primary health care provider","Métis","Total, gender","High 95% confidence interval","Percent","239","units","0","v1663834025","1.7.2.1.3","100.0","","","","1"
"2024","Canada","2021A000011124","Total, wait time between requesting care and speaking with a primary health care provider","Métis","Men+","Percentage","Percent","239","units","0","v1663834026","1.7.2.2.1","100.0","","","","1"
"2024","Canada","2021A000011124","Total, wait time between requesting care and speaking with a primary health care provider","Métis","Men+","Low 95% confidence interval","Percent","239","units","0","v1663834027","1.7.2.2.2","100.0","","","","1"
"2024","Canada","2021A000011124","Total, wait time between requesting care and speaking with a primary health care provider","Métis","Men+","High 95% confidence interval","Percent","239","units","0","v1663834028","1.7.2.2.3","100.0","","","","1"
"2024","Canada","2021A000011124","Total, wait time between requesting care and speaking with a primary health care provider","Métis","Women+","Percentage","Percent","239","units","0","v1663834029","1.7.2.3.1","100.0","","","","1"
"2024","Canada","2021A000011124","Total, wait time between requesting care and speaking with a primary health care provider","Métis","Women+","Low 95% confidence interval","Percent","239","units","0","v1663834030","1.7.2.3.2","100.0","","","","1"
"2024","Canada","2021A000011124","Total, wait time between requesting care and speaking with a primary health care provider","Métis","Women+","High 95% confidence interval","Percent","239","units","0","v1663834031","1.7.2.3.3","100.0","","","","1"
"2024","Canada","2021A000011124","Total, wait time between requesting care and speaking with a primary health care provider","Inuk (Inuit)","Total, gender","Percentage","Percent","239","units","0","v1663834032","1.7.3.1.1","100.0","","","","1"
"2024","Canada","2021A000011124","Total, wait time between requesting care and speaking with a primary health care provider","Inuk (Inuit)","Total, gender","Low 95% confidence interval","Percent","239","units","0","v1663834033","1.7.3.1.2","100.0","","","","1"
"2024","Canada","2021A000011124","Total, wait time between requesting care and speaking with a primary health care provider","Inuk (Inuit)","Total, gender","High 95% confidence interval","Percent","239","units","0","v1663834034","1.7.3.1.3","100.0","","","","1"
"2024","Canada","2021A000011124","Total, wait time between requesting care and speaking with a primary health care provider","Inuk (Inuit)","Men+","Percentage","Percent","239","units","0","v1663834035","1.7.3.2.1","100.0","","","","1"
"2024","Canada","2021A000011124","Total, wait time between requesting care and speaking with a primary health care provider","Inuk (Inuit)","Men+","Low 95% confidence interval","Percent","239","units","0","v1663834036","1.7.3.2.2","100.0","","","","1"
"2024","Canada","2021A000011124","Total, wait time between requesting care and speaking with a primary health care provider","Inuk (Inuit)","Men+","High 95% confidence interval","Percent","239","units","0","v1663834037","1.7.3.2.3","100.0","","","","1"
"2024","Canada","2021A000011124","Total, wait time between requesting care and speaking with a primary health care provider","Inuk (Inuit)","Women+","Percentage","Percent","239","units","0","v1663834038","1.7.3.3.1","100.0","","","","1"
